Player Name,Fantasy Team,POS,TEAM,SLOT,PROJ,FPTS,Week,Year
Malik Nabers,Kode,WR,NYG,Bench,0,0,5,2024
Puka Nacua,Kode,WR,LAR,Bench,0,0,5,2024
Trey Benson,Kode,RB,ARI,Bench,3.8,0,5,2024
Dolphins,Kode,D/ST,MIA,D/ST,6.5,7,5,2024
Rico Dowdle,Kode,RB,DAL,FLEX,10.4,19.4,5,2024
Greg Zuerlein,Kode,K,NYJ,K,7.4,5,5,2024
Caleb Williams,Kode,QB,CHI,QB,13.4,23.56,5,2024
Brian Robinson Jr.,Kode,RB,WSH,RB,15.7,13.8,5,2024
James Cook,Kode,RB,BUF,RB,15.5,17.9,5,2024
Noah Fant,Kode,TE,SEA,TE,5.9,5.4,5,2024
Dontayvion Wicks,Kode,WR,GB,WR,12.2,4,5,2024
Michael Pittman Jr.,Kode,WR,IND,WR,13.7,14.7,5,2024
Alexander Mattison,Mixon it (K)upp,RB,LV,Bench,11.3,10.1,5,2024
Dallas Goedert,Mixon it (K)upp,TE,PHI,Bench,0,0,5,2024
DeVonta Smith,Mixon it (K)upp,WR,PHI,Bench,0,0,5,2024
Jahmyr Gibbs,Mixon it (K)upp,RB,DET,Bench,0,0,5,2024
Jordan Addison,Mixon it (K)upp,WR,MIN,Bench,10.7,6.6,5,2024
Keon Coleman,Mixon it (K)upp,WR,BUF,Bench,9.8,11.9,5,2024
Ladd McConkey,Mixon it (K)upp,WR,LAC,Bench,0,0,5,2024
Raiders,Mixon it (K)upp,D/ST,LV,D/ST,5.2,4,5,2024
DJ Moore,Mixon it (K)upp,WR,CHI,FLEX,13.9,27.5,5,2024
T.J. Hockenson,Mixon it (K)upp,TE,MIN,IR,0,0,5,2024
Evan McPherson,Mixon it (K)upp,K,CIN,K,8.1,3,5,2024
Jayden Daniels,Mixon it (K)upp,QB,WSH,QB,23.2,19.72,5,2024
Rhamondre Stevenson,Mixon it (K)upp,RB,NE,RB,11.6,19.2,5,2024
Trey Sermon,Mixon it (K)upp,RB,IND,RB,12.4,18.3,5,2024
Colby Parkinson,Mixon it (K)upp,TE,LAR,TE,10.2,12.2,5,2024
Amari Cooper,Mixon it (K)upp,WR,CLE,WR,12.8,10,5,2024
Garrett Wilson,Mixon it (K)upp,WR,NYJ,WR,13.7,29.1,5,2024
Christian Watson,Njigbas Be Wildin,WR,GB,Bench,0,0,5,2024
Daniel Jones,Njigbas Be Wildin,QB,NYG,Bench,16.8,22.08,5,2024
Jauan Jennings,Njigbas Be Wildin,WR,SF,Bench,10.2,2.3,5,2024
Joe Mixon,Njigbas Be Wildin,RB,HOU,Bench,0,0,5,2024
Jordan Whittington,Njigbas Be Wildin,WR,LAR,Bench,10.9,15.9,5,2024
Ravens,Njigbas Be Wildin,D/ST,BAL,Bench,5,-1,5,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,Bench,0,0,5,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,D/ST,7.6,15,5,2024
Wan'Dale Robinson,Njigbas Be Wildin,WR,NYG,FLEX,13.2,16,5,2024
Cooper Kupp,Njigbas Be Wildin,WR,LAR,IR,0,0,5,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,8.1,9,5,2024
Patrick Mahomes,Njigbas Be Wildin,QB,KC,QB,15.7,13.44,5,2024
Najee Harris,Njigbas Be Wildin,RB,PIT,RB,15.4,9.7,5,2024
Zach Charbonnet,Njigbas Be Wildin,RB,SEA,RB,8.5,6,5,2024
Cole Kmet,Njigbas Be Wildin,TE,CHI,TE,7.5,8.7,5,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,WR,11.4,5.2,5,2024
Tyreek Hill,Njigbas Be Wildin,WR,MIA,WR,13.1,12.9,5,2024
Allen Lazard,Reigning,WR,NYJ,Bench,7.8,13.4,5,2024
Andrei Iosivas,Reigning,WR,CIN,Bench,6.4,4.9,5,2024
Andy Dalton,Reigning,QB,CAR,Bench,12.8,3.74,5,2024
Braelon Allen,Reigning,RB,NYJ,Bench,8,3.8,5,2024
Jaylen Waddle,Reigning,WR,MIA,Bench,9.1,8.6,5,2024
Mark Andrews,Reigning,TE,BAL,Bench,5.6,9.5,5,2024
Tutu Atwell,Reigning,WR,LAR,Bench,11.4,12.5,5,2024
Patriots,Reigning,D/ST,NE,D/ST,6.1,9,5,2024
Javonte Williams,Reigning,RB,DEN,FLEX,12.7,16.1,5,2024
Christian McCaffrey,Reigning,RB,SF,IR,0,0,5,2024
Jake Moody,Reigning,K,SF,K,8.4,8,5,2024
Josh Allen,Reigning,QB,BUF,QB,20.4,14.64,5,2024
Aaron Jones,Reigning,RB,MIN,RB,17.7,6.3,5,2024
Jordan Mason,Reigning,RB,SF,RB,18.2,8.8,5,2024
Zach Ertz,Reigning,TE,WSH,TE,7.2,3,5,2024
Jayden Reed,Reigning,WR,GB,WR,15.4,13.7,5,2024
Nico Collins,Reigning,WR,HOU,WR,17.9,15.8,5,2024
Adam Thielen,Team Chieffo,WR,CAR,Bench,0,0,5,2024
Baker Mayfield,Team Chieffo,QB,TB,Bench,16.5,23.4,5,2024
Jalin Hyatt,Team Chieffo,WR,NYG,Bench,7.4,0,5,2024
Jameson Williams,Team Chieffo,WR,DET,Bench,0,0,5,2024
Rashee Rice,Team Chieffo,WR,KC,Bench,0,0,5,2024
Taysom Hill,Team Chieffo,TE,NO,Bench,0,0,5,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,7.5,5.5,5,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,3.5,3,5,2024
Austin Ekeler,Team Chieffo,RB,WSH,FLEX,10.5,11.7,5,2024
Justin Tucker,Team Chieffo,K,BAL,K,8.4,13,5,2024
Geno Smith,Team Chieffo,QB,SEA,QB,17.3,22.56,5,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,15.4,20,5,2024
Kenneth Walker III,Team Chieffo,RB,SEA,RB,17.4,14.6,5,2024
Travis Kelce,Team Chieffo,TE,KC,TE,12.1,16,5,2024
DK Metcalf,Team Chieffo,WR,SEA,WR,15.1,7.5,5,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,16.2,41.3,5,2024
A.J. Brown,Under the InfluWentz,WR,PHI,Bench,0,0,5,2024
Brandin Cooks,Under the InfluWentz,WR,DAL,Bench,0,0,5,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,Bench,17.6,15.94,5,2024
Jake Elliott,Under the InfluWentz,K,PHI,Bench,0,0,5,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,Bench,11.7,13.2,5,2024
Nick Chubb,Under the InfluWentz,RB,CLE,Bench,0,0,5,2024
Zamir White,Under the InfluWentz,RB,LV,Bench,0,0,5,2024
49ers,Under the InfluWentz,D/ST,SF,D/ST,5.3,10,5,2024
Christian Kirk,Under the InfluWentz,WR,JAX,FLEX,12.6,12.8,5,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,0,0,5,2024
Austin Seibert,Under the InfluWentz,K,WSH,K,8.4,10,5,2024
Justin Fields,Under the InfluWentz,QB,PIT,QB,20.1,15.94,5,2024
Cam Akers,Under the InfluWentz,RB,HOU,RB,12.1,12.7,5,2024
Carson Steele,Under the InfluWentz,RB,KC,RB,7.3,1.2,5,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,TE,11.9,13,5,2024
Drake London,Under the InfluWentz,WR,ATL,WR,15.3,33.4,5,2024
Zay Flowers,Under the InfluWentz,WR,BAL,WR,13.6,19,5,2024
Chase Brown,willimantic crack addicts,RB,CIN,Bench,9.1,16.4,5,2024
Hunter Henry,willimantic crack addicts,TE,NE,Bench,6.5,5.2,5,2024
Justice Hill,willimantic crack addicts,RB,BAL,Bench,8.8,3.5,5,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,Bench,0,0,5,2024
Rome Odunze,willimantic crack addicts,WR,CHI,Bench,8.6,9,5,2024
Tee Higgins,willimantic crack addicts,WR,CIN,Bench,13,29.3,5,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,10.8,1.8,5,2024
Vikings,willimantic crack addicts,D/ST,MIN,D/ST,6.2,18,5,2024
Xavier Worthy,willimantic crack addicts,WR,KC,FLEX,11.4,11.8,5,2024
Tua Tagovailoa,willimantic crack addicts,QB,MIA,IR,0,0,5,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,8.1,16,5,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,17.7,33.78,5,2024
Alvin Kamara,willimantic crack addicts,RB,NO,RB,19.6,12.6,5,2024
James Conner,willimantic crack addicts,RB,ARI,RB,13.1,14,5,2024
David Njoku,willimantic crack addicts,TE,CLE,TE,8.3,2.4,5,2024
CeeDee Lamb,willimantic crack addicts,WR,DAL,WR,20.9,11.4,5,2024
Stefon Diggs,willimantic crack addicts,WR,HOU,WR,13.8,14.2,5,2024
Aaron Rodgers,'fore i repeat it ima forget it,QB,NYJ,Bench,14.9,17.76,6,2024
Bucky Irving,'fore i repeat it ima forget it,RB,TB,Bench,13.8,18.5,6,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,9.7,21.1,6,2024
Khalil Shakir,'fore i repeat it ima forget it,WR,BUF,Bench,0,3.9,6,2024
Kyren Williams,'fore i repeat it ima forget it,RB,LAR,Bench,0,0,6,2024
Roschon Johnson,'fore i repeat it ima forget it,RB,CHI,Bench,7.6,5.3,6,2024
Tank Bigsby,'fore i repeat it ima forget it,RB,JAX,Bench,6.3,2.4,6,2024
Chargers,'fore i repeat it ima forget it,D/ST,LAC,D/ST,5.8,7,6,2024
Josh Downs,'fore i repeat it ima forget it,WR,IND,FLEX,13,19.5,6,2024
Jonathon Brooks,'fore i repeat it ima forget it,RB,CAR,IR,0,0,6,2024
Brayden Narveson,'fore i repeat it ima forget it,K,GB,K,7.7,10,6,2024
Anthony Richardson,'fore i repeat it ima forget it,QB,IND,QB,0,0,6,2024
Jahmyr Gibbs,'fore i repeat it ima forget it,RB,DET,RB,16.3,12.1,6,2024
Najee Harris,'fore i repeat it ima forget it,RB,PIT,RB,13.3,20.2,6,2024
Brock Bowers,'fore i repeat it ima forget it,TE,LV,TE,12.9,16.1,6,2024
Deebo Samuel Sr.,'fore i repeat it ima forget it,WR,SF,WR,16.3,20.7,6,2024
Garrett Wilson,'fore i repeat it ima forget it,WR,NYJ,WR,16.6,24.7,6,2024
Antonio Gibson,Amon a new Level,RB,NE,Bench,11.9,7.3,6,2024
Brock Purdy,Amon a new Level,QB,SF,Bench,19.2,24.1,6,2024
Calvin Ridley,Amon a new Level,WR,TEN,Bench,11.6,0.9,6,2024
Jaxon Smith-Njigba,Amon a new Level,WR,SEA,Bench,12.9,10.3,6,2024
Mike Gesicki,Amon a new Level,TE,CIN,Bench,6.2,0,6,2024
Rachaad White,Amon a new Level,RB,TB,Bench,0,0,6,2024
Rashod Bateman,Amon a new Level,WR,BAL,Bench,7.9,11.1,6,2024
Packers,Amon a new Level,D/ST,GB,D/ST,4.9,9,6,2024
Darnell Mooney,Amon a new Level,WR,ATL,FLEX,14.2,6.8,6,2024
Younghoe Koo,Amon a new Level,K,ATL,K,8.5,12,6,2024
Jalen Hurts,Amon a new Level,QB,PHI,QB,20,21.86,6,2024
Derrick Henry,Amon a new Level,RB,BAL,RB,18.2,25.2,6,2024
J.K. Dobbins,Amon a new Level,RB,LAC,RB,13.5,18.2,6,2024
George Kittle,Amon a new Level,TE,SF,TE,14.7,22.8,6,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,WR,17,13.7,6,2024
Terry McLaurin,Amon a new Level,WR,WSH,WR,16.7,23.3,6,2024
Davante Adams,Big Johnson,WR,LV,Bench,0,0,6,2024
Jared Goff,Big Johnson,QB,DET,Bench,14.4,25.1,6,2024
Pat Freiermuth,Big Johnson,TE,PIT,Bench,8.1,3.6,6,2024
Tucker Kraft,Big Johnson,TE,GB,Bench,9.7,3.5,6,2024
Ty Chandler,Big Johnson,RB,MIN,Bench,0,0,6,2024
Tyler Lockett,Big Johnson,WR,SEA,Bench,10.9,16.5,6,2024
Zack Moss,Big Johnson,RB,CIN,Bench,13.2,0.5,6,2024
Texans,Big Johnson,D/ST,HOU,D/ST,7.2,14,6,2024
Rashid Shaheed,Big Johnson,WR,NO,FLEX,12.5,8.3,6,2024
Chris Boswell,Big Johnson,K,PIT,K,8.2,17,6,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,22.3,18.92,6,2024
Josh Jacobs,Big Johnson,RB,GB,RB,14.8,12,6,2024
Saquon Barkley,Big Johnson,RB,PHI,RB,19.2,7.4,6,2024
Kyle Pitts,Big Johnson,TE,ATL,TE,10.1,10,6,2024
Diontae Johnson,Big Johnson,WR,CAR,WR,15.1,19.8,6,2024
George Pickens,Big Johnson,WR,PIT,WR,13.3,8.3,6,2024
Curtis Samuel,Dyls belly,WR,BUF,Bench,6.9,7.4,6,2024
Jerry Jeudy,Dyls belly,WR,CLE,Bench,8.5,4.5,6,2024
Justin Jefferson,Dyls belly,WR,MIN,Bench,0,0,6,2024
Raheem Mostert,Dyls belly,RB,MIA,Bench,0,0,6,2024
Sam Darnold,Dyls belly,QB,MIN,Bench,0,0,6,2024
Travis Etienne Jr.,Dyls belly,RB,JAX,Bench,14,-0.1,6,2024
Tyler Conklin,Dyls belly,TE,NYJ,Bench,9,3,6,2024
Buccaneers,Dyls belly,D/ST,TB,D/ST,7.1,17,6,2024
Chris Godwin,Dyls belly,WR,TB,FLEX,15.8,35.5,6,2024
Cameron Dicker,Dyls belly,K,LAC,K,7.1,12,6,2024
Dak Prescott,Dyls belly,QB,DAL,QB,18.1,3.22,6,2024
David Montgomery,Dyls belly,RB,DET,RB,14.1,21,6,2024
Tony Pollard,Dyls belly,RB,TEN,RB,16.2,17.8,6,2024
Trey McBride,Dyls belly,TE,ARI,TE,12.5,17.6,6,2024
Brandon Aiyuk,Dyls belly,WR,SF,WR,15.2,5.7,6,2024
Romeo Doubs,Dyls belly,WR,GB,WR,10.3,19.9,6,2024
Chris Olave,Jah is gay,WR,NO,Bench,11.5,-0.5,6,2024
De'Von Achane,Jah is gay,RB,MIA,Bench,0,0,6,2024
DeAndre Hopkins,Jah is gay,WR,TEN,Bench,10.5,9.4,6,2024
Isaiah Likely,Jah is gay,TE,BAL,Bench,6.1,4.7,6,2024
Jake Bates,Jah is gay,K,DET,Bench,8.4,19,6,2024
Kyler Murray,Jah is gay,QB,ARI,Bench,17.8,11.96,6,2024
Mike Williams,Jah is gay,WR,NYJ,Bench,7.3,0,6,2024
Steelers,Jah is gay,D/ST,PIT,D/ST,5.9,14,6,2024
Brian Thomas Jr.,Jah is gay,WR,JAX,FLEX,13.5,5.7,6,2024
Matt Gay,Jah is gay,K,IND,K,7.7,8,6,2024
Kirk Cousins,Jah is gay,QB,ATL,QB,20.2,12.5,6,2024
Bijan Robinson,Jah is gay,RB,ATL,RB,18.2,25.5,6,2024
Tyjae Spears,Jah is gay,RB,TEN,RB,10.2,2.7,6,2024
Dalton Kincaid,Jah is gay,TE,BUF,TE,9.6,11.1,6,2024
Marvin Harrison Jr.,Jah is gay,WR,ARI,WR,14.5,0,6,2024
Tank Dell,Jah is gay,WR,HOU,WR,13,18.7,6,2024
Blake Corum,Kode,RB,LAR,Bench,0,0,6,2024
Brian Robinson Jr.,Kode,RB,WSH,Bench,0,0,6,2024
Jaylen Warren,Kode,RB,PIT,Bench,7.5,4.8,6,2024
Jonathan Taylor,Kode,RB,IND,Bench,0,0,6,2024
Malik Nabers,Kode,WR,NYG,Bench,0,0,6,2024
Puka Nacua,Kode,WR,LAR,Bench,0,0,6,2024
Trey Benson,Kode,RB,ARI,Bench,2.3,2.6,6,2024
Eagles,Kode,D/ST,PHI,D/ST,8.1,8,6,2024
Rico Dowdle,Kode,RB,DAL,FLEX,11.8,10.5,6,2024
Greg Zuerlein,Kode,K,NYJ,K,7.5,6,6,2024
Caleb Williams,Kode,QB,CHI,QB,14.9,28.64,6,2024
Devin Singletary,Kode,RB,NYG,RB,0,0,6,2024
James Cook,Kode,RB,BUF,RB,0,0,6,2024
Noah Fant,Kode,TE,SEA,TE,6.2,12.3,6,2024
Dontayvion Wicks,Kode,WR,GB,WR,8.7,1.9,6,2024
Michael Pittman Jr.,Kode,WR,IND,WR,13.7,12.5,6,2024
Alexander Mattison,Mixon it (K)upp,RB,LV,Bench,11.2,17.5,6,2024
Amari Cooper,Mixon it (K)upp,WR,CLE,Bench,11.7,8.2,6,2024
Jalen Tolbert,Mixon it (K)upp,WR,DAL,Bench,10.9,8.3,6,2024
Jordan Addison,Mixon it (K)upp,WR,MIN,Bench,0,0,6,2024
Keon Coleman,Mixon it (K)upp,WR,BUF,Bench,8.5,5.6,6,2024
Ladd McConkey,Mixon it (K)upp,WR,LAC,Bench,11,8.3,6,2024
Rhamondre Stevenson,Mixon it (K)upp,RB,NE,Bench,0,0,6,2024
Bills,Mixon it (K)upp,D/ST,BUF,D/ST,5.6,4,6,2024
DJ Moore,Mixon it (K)upp,WR,CHI,FLEX,14.8,6,6,2024
T.J. Hockenson,Mixon it (K)upp,TE,MIN,IR,0,0,6,2024
Evan McPherson,Mixon it (K)upp,K,CIN,K,8.1,5,6,2024
Jayden Daniels,Mixon it (K)upp,QB,WSH,QB,24.4,20.96,6,2024
Breece Hall,Mixon it (K)upp,RB,NYJ,RB,16.7,21.9,6,2024
Chuba Hubbard,Mixon it (K)upp,RB,CAR,RB,15.7,15.3,6,2024
Dallas Goedert,Mixon it (K)upp,TE,PHI,TE,9.5,0,6,2024
DeVonta Smith,Mixon it (K)upp,WR,PHI,WR,13.3,15.4,6,2024
Mike Evans,Mixon it (K)upp,WR,TB,WR,13.7,5.4,6,2024
Evan Engram,Njigbas Be Wildin,TE,JAX,Bench,9.2,18.2,6,2024
Kareem Hunt,Njigbas Be Wildin,RB,KC,Bench,0,0,6,2024
Patrick Mahomes,Njigbas Be Wildin,QB,KC,Bench,0,0,6,2024
Ray-Ray McCloud III,Njigbas Be Wildin,WR,ATL,Bench,10.3,4.3,6,2024
Trey Sermon,Njigbas Be Wildin,RB,IND,Bench,12.3,2.9,6,2024
Tyreek Hill,Njigbas Be Wildin,WR,MIA,Bench,0,0,6,2024
Zach Charbonnet,Njigbas Be Wildin,RB,SEA,Bench,8.3,4.5,6,2024
Broncos,Njigbas Be Wildin,D/ST,DEN,D/ST,6.1,2,6,2024
Jauan Jennings,Njigbas Be Wildin,WR,SF,FLEX,10.1,5.7,6,2024
Cooper Kupp,Njigbas Be Wildin,WR,LAR,IR,0,0,6,2024
Brandon Aubrey,Njigbas Be Wildin,K,DAL,K,8.3,12,6,2024
Jordan Love,Njigbas Be Wildin,QB,GB,QB,18.1,25.62,6,2024
Jerome Ford,Njigbas Be Wildin,RB,CLE,RB,11.2,1.4,6,2024
Joe Mixon,Njigbas Be Wildin,RB,HOU,RB,16.9,27.2,6,2024
Sam LaPorta,Njigbas Be Wildin,TE,DET,TE,10,12.2,6,2024
Courtland Sutton,Njigbas Be Wildin,WR,DEN,WR,12.1,15.3,6,2024
Wan'Dale Robinson,Njigbas Be Wildin,WR,NYG,WR,14.4,10,6,2024
Aaron Jones,Reigning,RB,MIN,Bench,0,0,6,2024
Andrei Iosivas,Reigning,WR,CIN,Bench,6.1,5.6,6,2024
Jake Moody,Reigning,K,SF,Bench,0,0,6,2024
Jaylen Waddle,Reigning,WR,MIA,Bench,0,0,6,2024
Mark Andrews,Reigning,TE,BAL,Bench,6.4,15.6,6,2024
Nico Collins,Reigning,WR,HOU,Bench,0,0,6,2024
Tutu Atwell,Reigning,WR,LAR,Bench,0,0,6,2024
Patriots,Reigning,D/ST,NE,D/ST,3.9,0,6,2024
Javonte Williams,Reigning,RB,DEN,FLEX,12.4,4.6,6,2024
Christian McCaffrey,Reigning,RB,SF,IR,0,0,6,2024
Chase McLaughlin,Reigning,K,TB,K,8.2,9,6,2024
Josh Allen,Reigning,QB,BUF,QB,18.1,24.4,6,2024
Braelon Allen,Reigning,RB,NYJ,RB,8,0.8,6,2024
Jordan Mason,Reigning,RB,SF,RB,14.2,9.2,6,2024
Zach Ertz,Reigning,TE,WSH,TE,9.5,10.8,6,2024
Allen Lazard,Reigning,WR,NYJ,WR,8.7,23.4,6,2024
Jayden Reed,Reigning,WR,GB,WR,14.8,14.8,6,2024
Baker Mayfield,Team Chieffo,QB,TB,Bench,17.4,25.9,6,2024
Jalin Hyatt,Team Chieffo,WR,NYG,Bench,6.4,1.6,6,2024
Jameson Williams,Team Chieffo,WR,DET,Bench,11,17.7,6,2024
Rashee Rice,Team Chieffo,WR,KC,Bench,0,0,6,2024
Taysom Hill,Team Chieffo,TE,NO,Bench,0,0,6,2024
Travis Kelce,Team Chieffo,TE,KC,Bench,0,0,6,2024
Tyler Allgeier,Team Chieffo,RB,ATL,Bench,8.2,19.8,6,2024
Browns,Team Chieffo,D/ST,CLE,D/ST,4.8,8,6,2024
Austin Ekeler,Team Chieffo,RB,WSH,FLEX,15.8,10.8,6,2024
Justin Tucker,Team Chieffo,K,BAL,K,8.4,13,6,2024
Geno Smith,Team Chieffo,QB,SEA,QB,17.8,12.48,6,2024
D'Andre Swift,Team Chieffo,RB,CHI,RB,17,21.9,6,2024
Kenneth Walker III,Team Chieffo,RB,SEA,RB,17.5,20.9,6,2024
Cade Otton,Team Chieffo,TE,TB,TE,8.6,9.5,6,2024
DK Metcalf,Team Chieffo,WR,SEA,WR,15,7.8,6,2024
Ja'Marr Chase,Team Chieffo,WR,CIN,WR,18.4,12.2,6,2024
Brandin Cooks,Under the InfluWentz,WR,DAL,Bench,0,0,6,2024
C.J. Stroud,Under the InfluWentz,QB,HOU,Bench,17.7,18.38,6,2024
Christian Kirk,Under the InfluWentz,WR,JAX,Bench,11.3,6.9,6,2024
Jake Elliott,Under the InfluWentz,K,PHI,Bench,8.1,9,6,2024
Jakobi Meyers,Under the InfluWentz,WR,LV,Bench,0,0,6,2024
Nick Chubb,Under the InfluWentz,RB,CLE,Bench,0,0,6,2024
Zamir White,Under the InfluWentz,RB,LV,Bench,0,0,6,2024
49ers,Under the InfluWentz,D/ST,SF,D/ST,5.8,6,6,2024
A.J. Brown,Under the InfluWentz,WR,PHI,FLEX,15.2,23.6,6,2024
Isiah Pacheco,Under the InfluWentz,RB,KC,IR,0,0,6,2024
Austin Seibert,Under the InfluWentz,K,WSH,K,8.4,14,6,2024
Justin Fields,Under the InfluWentz,QB,PIT,QB,19.3,23.7,6,2024
Jaleel McLaughlin,Under the InfluWentz,RB,DEN,RB,7.9,4.5,6,2024
Tyrone Tracy Jr.,Under the InfluWentz,RB,NYG,RB,12.3,22.7,6,2024
Jake Ferguson,Under the InfluWentz,TE,DAL,TE,11.6,4.1,6,2024
Drake London,Under the InfluWentz,WR,ATL,WR,19.6,19.4,6,2024
Zay Flowers,Under the InfluWentz,WR,BAL,WR,14,22.4,6,2024
Chase Brown,willimantic crack addicts,RB,CIN,Bench,11.3,14.4,6,2024
Hunter Henry,willimantic crack addicts,TE,NE,Bench,6.3,13.1,6,2024
Justice Hill,willimantic crack addicts,RB,BAL,Bench,8.5,1.4,6,2024
Quentin Johnston,willimantic crack addicts,WR,LAC,Bench,8.9,5.2,6,2024
Rome Odunze,willimantic crack addicts,WR,CHI,Bench,10.1,6,6,2024
Xavier Legette,willimantic crack addicts,WR,CAR,Bench,10.8,11.3,6,2024
Xavier Worthy,willimantic crack addicts,WR,KC,Bench,0,0,6,2024
Colts,willimantic crack addicts,D/ST,IND,D/ST,6.1,5,6,2024
Tee Higgins,willimantic crack addicts,WR,CIN,FLEX,14.7,14.7,6,2024
Tua Tagovailoa,willimantic crack addicts,QB,MIA,IR,0,0,6,2024
Ka'imi Fairbairn,willimantic crack addicts,K,HOU,K,8.3,11,6,2024
Joe Burrow,willimantic crack addicts,QB,CIN,QB,18.8,19.82,6,2024
Alvin Kamara,willimantic crack addicts,RB,NO,RB,19.3,17.4,6,2024
James Conner,willimantic crack addicts,RB,ARI,RB,14,6.6,6,2024
David Njoku,willimantic crack addicts,TE,CLE,TE,9.7,8.1,6,2024
CeeDee Lamb,willimantic crack addicts,WR,DAL,WR,19.1,16.1,6,2024
Stefon Diggs,willimantic crack addicts,WR,HOU,WR,15.3,19.7,6,2024
Anthony Richardson,'fore i repeat it ima forget it,QB,IND,Bench,18,8.76,7,2024
Bucky Irving,'fore i repeat it ima forget it,RB,TB,Bench,8.9,16.7,7,2024
Josh Downs,'fore i repeat it ima forget it,WR,IND,Bench,12,1.3,7,2024
Keenan Allen,'fore i repeat it ima forget it,WR,CHI,Bench,0,0,7,2024
Roschon Johnson,'fore i repeat it ima forget it,RB,CHI,Bench,0,0,7,2024
Trey Sermon,'fore i repeat it ima forget it,RB,IND,Bench,12.4,5.9,7,2024
Zack Moss,'fore i repeat it ima forget it,RB,CIN,Bench,11.1,7,7,2024
Rams,'fore i repeat it ima forget it,D/ST,LAR,D/ST,5.2,17,7,2024
Tank Bigsby,'fore i repeat it ima forget it,RB,JAX,FLEX,13.1,23.8,7,2024
Jonathon Brooks,'fore i repeat it ima forget it,RB,CAR,IR,0,0,7,2024
Will Reichard,'fore i repeat it ima forget it,K,MIN,K,7.8,15,7,2024
Sam Darnold,'fore i repeat it ima forget it,QB,MIN,QB,14.9,16.26,7,2024
Jahmyr Gibbs,'fore i repeat it ima forget it,RB,DET,RB,14.1,32,7,2024
Saquon Barkley,'fore i repeat it ima forget it,RB,PHI,RB,19,26.7,7,2024
Brock Bowers,'fore i repeat it ima forget it,TE,LV,TE,14.2,19.3,7,2024
Davante Adams,'fore i repeat it ima forget it,WR,NYJ,WR,15.6,6,7,2024
Deebo Samuel Sr.,'fore i repeat it ima forget it,WR,SF,WR,15,0,7,2024
Antonio Gibson,Amon a new Level,RB,NE,Bench,7.5,2.3,7,2024
Brock Purdy,Amon a new Level,QB,SF,Bench,18,17.18,7,2024
Calvin Ridley,Amon a new Level,WR,TEN,Bench,11.5,7.2,7,2024
Jaxon Smith-Njigba,Amon a new Level,WR,SEA,Bench,12.3,5.3,7,2024
Mike Gesicki,Amon a new Level,TE,CIN,Bench,4.7,1.2,7,2024
Rachaad White,Amon a new Level,RB,TB,Bench,11.1,29.1,7,2024
Rashod Bateman,Amon a new Level,WR,BAL,Bench,7.7,22.1,7,2024
Packers,Amon a new Level,D/ST,GB,D/ST,4.9,7,7,2024
Darnell Mooney,Amon a new Level,WR,ATL,FLEX,13.7,9.6,7,2024
Younghoe Koo,Amon a new Level,K,ATL,K,8.5,1,7,2024
Jalen Hurts,Amon a new Level,QB,PHI,QB,19.9,22.76,7,2024
Derrick Henry,Amon a new Level,RB,BAL,RB,17.3,25.2,7,2024
J.K. Dobbins,Amon a new Level,RB,LAC,RB,16.2,9.6,7,2024
George Kittle,Amon a new Level,TE,SF,TE,13.9,15.2,7,2024
Amon-Ra St. Brown,Amon a new Level,WR,DET,WR,15.2,25.2,7,2024
Terry McLaurin,Amon a new Level,WR,WSH,WR,16.3,15.8,7,2024
Jared Goff,Big Johnson,QB,DET,Bench,12.6,18.8,7,2024
JuJu Smith-Schuster,Big Johnson,WR,KC,Bench,10.9,0,7,2024
Najee Harris,Big Johnson,RB,PIT,Bench,13.1,16.2,7,2024
Tucker Kraft,Big Johnson,TE,GB,Bench,9.1,12.3,7,2024
Ty Chandler,Big Johnson,RB,MIN,Bench,4.9,0.4,7,2024
Tyler Lockett,Big Johnson,WR,SEA,Bench,11.1,8.5,7,2024
Bengals,Big Johnson,D/ST,CIN,D/ST,8.2,15,7,2024
George Pickens,Big Johnson,WR,PIT,FLEX,13.1,22.1,7,2024
Chris Boswell,Big Johnson,K,PIT,K,8,14,7,2024
Lamar Jackson,Big Johnson,QB,BAL,QB,20.9,34.44,7,2024
